query,argument,stance,snippet
google,"I would like to thank my opponent for starting this debate. *definitions* best- excelling all others[1] search engine- computer software used to search data (as text or a database) for specified information; also : a site on the World Wide Web that uses such software to locate key words in other sites[2] Through this debate I will show how Google is not only not the best search engine but that it is also not safe in anyway shape or form. If you look at the image at link [3] you will see an image of a search made on Google images of the word pole, now of course you can imagine that some not so appropriate pictures came up, and if you look you will see that this search was made in moderate safe search. However I then proceeded to do the search under the ""strict"" criteria and still yet some inappropriate came up[4]. I then proceeded to do an image search for ""pole"" on Bing and as you can see in link [6] far less inappropriate images came up. Now as I assume that the first thing you are going to do in response to my position is to argue that I purposely searched a word that would come up with some pictures that you cant quite consider safe. So link [7] provides you with a search of the north pole. Link [8] provides you with a search of Mrs. Claus. Link [9] for the word hi. All of these done on Google with moderate safe search on. There are many more that I can provide you with but it seems that this proves that Google is in now way safe, even with safe search enabled. There are many other search engines such as Bing that will provide you with much safer options. [1] http://www.merriam-webster.com... [2]http://www.merriam-webster.com... [3]http://img185.imageshack.us... [4]http://img225.imageshack.us... [5]ttp://www.bing.com... [6]http://www.bing.com... [7]http://img185.imageshack.us... [8]http://img203.imageshack.us... [9]http://img689.imageshack.us...",CON,*definitions* best- excelling all others[1] search engine- computer software used to search data (as text or a database) for specified information; also : a site on the World Wide Web that uses such software to locate key
google,"It is my belief that Google, after their company's recent modifications on Youtube, need to just cancel all the changes they have made, and leave it alone from then on. It is causing a lot of problems for most to all of the users of the website. I will list all of the problems I see at the moment. 1.) Google is making changes that most of the users of Youtube have been and are expressing their distaste in. Google has mostly been ignoring every bit of criticizm and stubbornly refuses to change what they have done even when pressed about it. 2.) Google is effectively treating every single user on Youtube like criminals with their recent new copyright changes. Also, their content ID flags are infact crippling larger channels like the AngryJoeShow, TotalBiscuit. Large channels like MinnesotaBurns and Pewdiepie have started turning comments off in their videos along with Nerd Cubed, because of the problems they cause. 3.) And worse, when a video is flagged with one of these content ID flags, the video makes zero profit and it instead goes to the company's who by the way can just go on Youtube and flag any video they see. So it is just the greedy benefit of Google and the company's who do this act that are being the problem to actual, innocent users. Google+ needs to get off of youtube after changing everything back to how it normally was. It is a win-win for Google and buisnesses, putting more money in their already stuffed pockets. It is a lose-lose situation for us, the innocent users and content creators.",PRO,"2.) ... It is a lose-lose situation for us, the innocent users and content creators."
google,Google glass is a new technology that changes the way we do things. It is another avenue for people to cheat on tests but people already cheat on tests. With the creation of each new technology it is the responsibility of the educator to adapt new methods of learning. There is still a level of learning that needs to take place in order to use google glass on a test. There is also the argument that testing is ineffective as a learning tool and should only be used to help teachers adapt their teaching method. Perhaps more learning could take place in public schools if children had used google glass in a productive way.,PRO,There is also the argument that testing is ineffective as a learning tool and should only be used to help teachers adapt their teaching method. ... Perhaps more learning could take place in public schools if children had used
google,"""They have completely RUINED a great thing. Comments were the number one reason why I checked my YouTube account daily. Now that desire is gone."" This quote, the #1 quote by a user under the name James Gandofini, was the #1 Comment on the Petition to change the comments back to their original form [1]. It is because I agree with many of the Reasons on this petition, and the negatives associated with this update, that I am in affirmation today. Let us start off with the reasons that this update is harmful 1. GOOGLE + MAKES IT INCREDIBLY HARD IN ORDER TO RETAIN an anonymous identity. Co-Founder of Youtube itself Jawed Karim himself Declared: """"Why the f*** do i need a google+ account to comment on a video?"" The fact of it is, Stripping the shelter to hide behind to be unknown if you have a google+ account already that you are forced to use. Note the following: Over 80% of Youtube users had a google+ before the update. [2] 2. The Google+ update Caused many Videos to be lost entirely [3][4] Many users lost content due to a 2-week recovery policy put in by the Google+ update, forcing them to switch. 3. Google+ Has caused Lost Notifications and other problems relating to it. [5] As Evidenced in the 2nd Video, and the comments of [1] and more, Youtube google+ Integration has not only cost convenience as evidenced in the video, but has completely lost some notifications, causing less of the interaction between channel operators and followers, with ripple effects such as lost subscribers and viewers as well as revenue. 4. Changes Regarding Length and links in comments have been removed. [6] For instance, the Link feature used has been taken down due to abuse. If abuse of the system of the update wasn't a harm, I do not know what the word harm means. In the Mean time, People are abusing the removal of the Character limit by posting movie scripts, ASCII art, and other spammy messages [7]. 5. Youtube new moderation Screws with messages with their ""spam"" filter. As seen in the Video above, it was nearly impossible to retrieve perfectly acceptable comments, which could amount to thousands of post of meaningful missing comments, a definite negative side effect, stifling the atmosphere of youtube Comments. 6. The Grandfather Clause means Millions of comments can now not be replied to [8] Simply stated and simple in meaning, no replies to old popular comments, or old comments at all, preventing much intellectual discourse, as well as stifling replies of the old system. 7. Features are not there due to new commenting system 2 Prominent Features of the old System Have been taken out, those being Seeing Info About users by hovering, and seeing both New and Relevant comments at the same time. [1] These features were great for convenience, and them being gone is now a major harm. 8. And Finally, Google+ Makes everything take longer. From Commenting to Sharing To nearly everything on youtube, it is hampered, obstructed, or blocked by the new update. The core that we love is still there, surrounded by the cold hard shell of the Google+ update. It is for these reasons and many more I ask for an Affirmative Vote in todays's Debate. I realize I have more characters, but f*ck it. Sources: [1] http://www.change.org... [2]http://www.cnn.com... [3] http://crave.cnet.co.uk... [4] http://productforums.google.com... [5] Video #2 http://www.youtube.com... [6]http://productforums.google.com... [7] http://www.mirror.co.uk... [8] http://productforums.google.com...",PRO,"Google+ Has caused Lost Notifications and other problems relating to it. ... [5] As Evidenced in the 2nd Video, and the comments of [1] and more, Youtube google+ Integration has not only cost convenience as evidenced in the video,"
vegan,"Thank you for the great debate topic. Pro's definition of veganism is that of the ethical vegan, which is the orthodox side of veganism. Other types of veganism exist such as dietary veganism, where the reasons for becoming a vegan are more for personal health benefits rather than for the salvation of animals. http://en.wikipedia.org... I would class the dietary vegans in somewhat of a conservative or reformed type of veganism. Some ethical (orthodox) vegans do not like dietary vegans to be called real vegans because they aren't fully converted to the full vegan lifestyle. http://www.theveganwoman.com... You'll see me draw several parallels between veganism and religion in my arguments as I will show that vegansim is very much a type of religion. It's not a religion that touches the subject of God, but its a religion where the orthodox adherents must not waver in their vegan beliefs or actions unless they are to be ridiculed and excommunicated from the community of orthodox vegans. I hold that every person should have the freedom to do what they choose, live the life they want to live, and live with the positive or negative consequences of their decisions. Pro's argument is that ""people should become vegan because it is a better lifestyle, and that way we don't harm or kill animals."" In his argument, con did not specify which lifestyle he is comparing to veganism. I can only assume he meant that becoming a vegan is the best lifestyle over all other lifestyles until he states otherwise. Pro must also define what he means by ""people."" Should all people become vegan? Should a few, some, half, or most people become vegan? Should I become vegan? Should Pro himself become a vegan if he is not already? If pro doesn't redefine, I will take ""people"" to mean all people on Earth. The foregoing are key pieces to the debate, so I hope that Pro will define his argument much better in the next post.",CON,"Some ethical (orthodox) vegans do not like dietary vegans to be called real vegans because they aren't fully converted to the full vegan lifestyle. ... The foregoing are key pieces to the debate, so I hope that Pro will define his"
vegan,"Con, please excuse my forfeited, I have been busy these past days with school. I will now respond to both of your arguments. Con, I did not mention anything about health issues. So I guess you should see that we are not talking about dietary vegans here. ""In his argument, con did not specify which lifestyle he is comparing to veganism. I can only assume he meant that becoming a vegan is the best lifestyle over all other lifestyles until he states otherwise. Pro must also define what he means by ""people."" Should all people become vegan? Should a few, some, half, or most people become vegan? Should I become vegan? Should Pro himself become a vegan if he is not already? If pro doesn't redefine, I will take ""people"" to mean all people on Earth. The foregoing are key pieces to the debate, so I hope that Pro will define his argument much better in the next post."" I am very sorry for this, and I would like you to refer to me as a she, if you may so. Anyway, I am not comparing veganism to any other type of lifestyle. I was trying to say, it is healthier and safer. by people, I mean people. Not all people on Earth, because as you stated, that would be boring. And I doubt everyone would be vegan anyway. There is always a rebel, don't you agree? People as in unhealthy people, people who need a healthier life. People who are against animal cruelty. If you don't want to become vegan, its your choice. After all, God did give us freewill. I am sorry for being brief on my last argument. http://earthdivasblog.com... ^ in the link above, it says ""There are no silkworms left in the wild; all of them are raised in homes and farms"" How many more animals do you think are living like this ? I bet if I research some more, I would find alot more animals like these silkworms. My reasons for becoming vegan : 1) Its healthy. Obviously. Here you get to eat more vegetables and fruits. No fat. People wouldn't suffer from cholesterol, diabetes, strokes, and some cancers. Many people wouldn't die from heart problems. 2) Its kind. It is unnecessary to be killing animals in order to feed and clothe ourselves. Plants can keep us alive. Some slaughter houses, are really cruel to animals. http://www.youtube.com... 3) Better for the environment . Meat production uses up alt of land and water. Cows expel amounts of methane, a potent greenhouse gas. Their hooves pack the dirt, making it less likely for it to absorb the rain. Manure from animal industrial facilities leaks into waterways, and gets into the groundwater. 4) Its delicious. People from all over the over the world have created plant-based dishes. Many familiar foods have a vegan versions, such as pizza, casserole, even chocolate cake! The real question here isn't ""Why go vegan?"" but instead ""Why not?""",PRO,"I am very sorry for this, and I would like you to refer to me as a she, if you may so. ... I bet if I research some more, I would find alot more animals like these silkworms."
vegan,"Resolved: Well planned vegan diets are healthier than their meat-based counterparts. Terms: Well planned diet: A diet which can be designed by a layperson with a reasonable amount of research Vegan (or plant-based) diet: A diet that excludes animal body parts, animal milk and eggs Healthier: Greater longevity and freedom from disease Meat-based (or animal-based) diet: A diet which regularly consists of animal products (body parts, animal milk and eggs) In this debate, I will argue that plant-based diets are healthier than meat-based diets. I will highlight the virtues of vegan diets and the vices of meat-based diets. My opponent will do the opposite; pointing out the flaws of a vegan diet and arguing in favor of a meat based one. This debate will be based on dietetic evidence obtained from modern, reputable scientific studies. Discussing what evolution ""designed"" us for or what our physiology ""proves"" we should eat can be interesting. However, I would encourage my opponent to base his or her arguments on modern dietetic science as I think this is more relevant to the resolution. During the debate I will point out the role animal-based foods play in cardiovascular disease, cancer, obesity and diabetes. I will respond to criticisms of well planned vegan diets as my opponent provides them. In this round I will begin with cardiovascular disease: World-wide, cardiovascular diseases such as ischemic heart disease and cerebrovascular disease end more lives prematurely than anything else[1][2]. In North America, CVD accounts for 40% of all deaths[3]. The American Heart Association estimates that ""79,400,000 American adults (one in three) have one or more types of cardiovascular disease""[4]. Dietary cholesterol is only found in animal foods[5] and is not necessary for humans to consume as it is naturally produced by the liver[6][7]. Scientist estimate that for every 1% increase in cholesterol levels, the risk of heart disease raises by 2-3%[3]. Saturated fats, transfatty acids and dietary cholesterol are the most significant causes of hypercholesterolemia (elevated cholesterol levels)[3]. Of all dietary groups, vegans have the lowest levels of these substances in their blood[3]. Furthermore, the substances that mitigate hypercholesterolemia are soluble fiber, plant protein (especially soy protein), polyunsaturated fats and phytochemicals[3]. These substances are only found in plant foods and are, as a consequence, more abundant in vegans[3]. In summary, vegans have the lowest risk of developing cardiovascular disease; the leading cause of deaths. 1 http://en.wikipedia.org... 2 http://www.who.int... 3 http://books.google.com... (page 20) 4 http://www.americanheart.org... 5 http://findarticles.com... 6 http://heartdisease.about.com... 7 http://cholesterol.about.com...",PRO,"During the debate I will point out the role animal-based foods play in cardiovascular disease, cancer, obesity and diabetes. ... 1 http://en.wikipedia.org... 2 http://www.who.int... 3 http://books.google.com... (page 20) 4"
vegan,"""To go vegan and stop the murder of these animals would not only counter the effects of our evolution"" Are you saying it is wrong to stop the murder of beings? Counter the effects?? You must not know the concept of evolution. Of a member of a spices has a good gene (Like a big brain) it will carry that gene to it's offspring no matter what. ""but would also destroy the industries involved in the selling of these foods, which might mess up the economy."" Not true. Companies can change ingredients. For example Silk (The soy milk company) used to be a diary farm. And even if businesses suffer it's ok. When slavery was abolished the same thing happened. ""Plus, steak and bacon are amazing."" I agree! But we should eat those thing from vegan based ingredients so we don't harm ourselves, non-human animals, or make people over-seas become even more impoverished. sources: Records of Buckinghamshire, Volume 3, BPC Letterpress, 1870, p. 68. Jump up ^ Berry, Rynn. ""A History of the Raw-Food Movement in the United States,"" in Brenda Davis and Vesanto Melina, Becoming Raw: The Essential Guide to Raw Vegan Diets, Book Publishing Company, 2010, p. 9ff. ^ Jump up to: a b Hart, James D. ""Alcott, Amos Bronson,"" in The Oxford Companion to American Literature, Oxford University Press, 1995, p. 14. Also see Francis, Richard. Fruitlands: The Alcott Family and their Search for Utopia, Yale University Press, 2010. Jump up ^ ""Vegan Diets Become More Popular, More Mainstream"", Associated Press/CBS News, 5 January 2011: ""Ethical vegans have a moral aversion to harming animals for human consumption ... though the term often is used to describe people who follow the diet, not the larger philosophy."" Francione, Gary and Garner, Robert. The Animal Rights Debate: Abolition Or Regulation? Columbia University Press, 2010 (hereafter Francione and Garner 2010), p. 62: ""Although veganism may represent a matter of diet or lifestyle for some, ethical veganism is a profound moral and political commitment to abolition on the individual level and extends not only to matters of food but also to the wearing or using of animal products. Ethical veganism is the personal rejection of the commodity status of nonhuman animals ..."" ""Veganism"", Vegetarian Times, January 1989: ""Webster's dictionary provides a most dry and limiting definition of the word 'vegan': 'one that consumes no animal food or dairy products.' This description explains dietary veganism, but so-called ethical vegans "" and they are the majority "" carry the philosophy further."" ^ Jump up to: a b Cole, Matthew. ""Veganism,"" in Margaret Puskar-Pasewicz. Cultural Encyclopedia of Vegetarianism. ABC-Clio, 2010, p.",PRO,"When slavery was abolished the same thing happened. ... ABC-Clio, 2010, p."
vegan,"Definitions: Veganismis the practice of abstaining from the use of animal products, particularly in diet, as well as following an associated philosophy that rejects the commodity status of sentient animals http://en.wikipedia.org... product - something produced; especially : commodity 1 (2) : something (as a service) that is marketed or sold as a commodity http://www.merriam-webster.com... The Cummunist Manifesto “Let the guzzling classes tremble at a Cummunist revolution. The harlotarians have nothing to lose but their chains. They have a world to win. Working men of all countries, unite!” –Karl “Big Gulp” Marx The vegan ethos is motivated by the recognition that neither man nor beast may be made an object to be sucked dry by the ruling classes. Vegans see ethical worth in all sentient beings and so refuse to partake in the reification of animals. Meat and leather represent the coercive transformation of a sentient being into an object to be sold and consumed. Swallowing semen is consensual act- the sperm is willingly expelled from the body with joy and vigor. Barring fringe cases of prostitution, the vegan is not making the sperm donor an object to be bought and sold; the vegan is not reducing the sentient spewer to a piece of meat. Simply put, spunk ain’t a commodity. Oral sex and the eager lapping that follows is not only wholly within the ethical bounds of veganism, it solves the inequalities vegans object to. In his semenal work, Marx noted: “In proportion as the exploitation of one individual by another is put an end to, the exploitation of one nation by another will also be put an end to. In proportion as the antagonism between classes within the nation vanishes, the hostility of one nation to another will come to an end.” Swallowing is an act which bridges the divide between classes. It removes antagonism as the donor appreciates the moral fortitude of the vegan for finishing the job through to the end.",CON,"Definitions: Veganismis the practice of abstaining from the use of animal products, particularly in diet, as well as following an associated philosophy that rejects the commodity status of sentient animals "
vegan,"In the West a Vegan diet is fairly easy to follow if you have motivation, but in some parts of the world this is just not feasible. For example Inuits follow a diet mainly consisting of the meat they can find and hunt locally, which has been suggested to be “effective in keeping the body warm, making the body strong, keeping the body fit, and even making that body healthy” [Edmund Searles, “Food and the Making of Modern Inuit Identities.” Food & Foodways: History & Culture of Human Nourishment 10 (2002): 55–78]]. In some parts of the world it is just either highly impractical to find Vegan food or it would be highly unwise to eat in this way given the specific climatic or geographic conditions of the region.",PRO,"In the West a Vegan diet is fairly easy to follow if you have motivation, but in some parts of the world this is just not feasible. For example Inuits follow a diet mainly consisting of"
vegan,"I've been kinda sorta vegan for about a year, and frankly, I hate it. I'd love to be convinced that I can throw this aside and go back to eating delicious things like cheese. Though full disclosure I haven't been able to force myself into a fully plant-based diet and have had a weekly cheat day. The spirit is willing but the flesh is weak and all that.

Things I consider facts:

* I **can** be vegan. I have time, money, access and health to make that choice.
* Animal suffering is bad.
* The environment damage and global warming is bad.
* Individuals must  be willing to make sacrifices for ethical reasons even if their contribution is small.

I won't get mad if you try to argue those but you're not likely to shift me on those basic principles. Health impact is already not a factor for me (I don't think being vegan is clearly healthier).

&amp;#x200B;

These facts  I could be wrong about or missing some key aspect of:

* Buying animal products directly supports a system that causes animal suffering.
* Buying animal products is harmful for the environment (relative to eating plants) because of emissions, water/land use, etc.

So my overall logic is that eating animal products harms the environment and animals, and that's a bad thing thing, I have the ability to avoid this bad thing, so I am obligated to avoid this bad thing. To do otherwise would be selfishly harming the world just for my pleasure.

Please convince me to embrace hedonism.",PRO,* Individuals must  be willing to make sacrifices for ethical reasons even if their contribution is small. ... I won't get mad if you try to argue those but you're not likely to shift me on those basic principles.
vegan,"""Honestly, you coul'd be vegan i dont care that your, freedom right. I dont know if your trying to force veganism on people because if so that violationg the first amendment."" Con Not trying to force, convince of your own free will. If I was trying to force, the resolution would be veganism should be forced upon 99% of adult humans. Instead the resolution is at least 99% of human adults should eat vegan in the entire world. I. Health II. Environment III. Animal happiness IV. World Hunger V. Links I. Health It is well known that fruits and vegetables are healthy. Vegan diets exclude many foods yet allow fruits in vegetables. Therefore, its only logical that most vegans will eat more fruits and vegetables thus being healthier. A multivitamin can take care of any nutrient deficiencies met on a vegan diet. II. Environment Claim: Meat is wasteful compared to grain. Warrant:""Meat is less efficient because we eat the animal that eats the grain instead of eating the grain ourselves. It takes about 15 pounds of feed to make 1 pound of beef, 6 pounds of feed for 1 pound of pork and 5 pounds of feed for 1 pound of chicken, the Department of Agriculture estimates. For catfish, it's about 2 pounds of feed per pound of fish."" [2]. Impact: A vegan diet takes less acreage compared to an omnivorous diet. Helping save the environment. III. Animal happiness Animals are sentient and capable of feeling emotions like happiness and unhappiness. Factory farming is infamous for being cruel. Since the profit motive is at work it will always be cheaper to raise an animal in inhumane conditions like battery cages. ""In the wake of an ABC News investigation into alleged unsanitary and inhumane practices at one of the nation's largest egg farms, animal rights activists are calling for an end to the egg industry's widespread use of so-called ""battery cages,"" in which birds live six to a cage in long stacks of wire cages. ""[3]. Being confined to battery cages cause unhappiness to animals. IV. World Hunger In part II Environment acreage was mentioned. The grain lots feeding farm animals could be re-purposed to feed hungry humans. [2]. Claim: World hunger exists today Warrant: ""The United Nations Food and Agriculture Organization estimates that about 805 million people of the 7.3 billion people in the world, or one in nine, were suffering from chronic undernourishment in 2012-2014."" [3]. Impact: World hunger could be mitigated if more people decided to turn vegan. At least 99% of human adults should eat vegan in the entire world. Vote Pro. V. Links 2. http://usatoday30.usatoday.com... 3. http://www.worldhunger.org...",PRO,"""Honestly, you coul'd be vegan i dont care that your, freedom right. I dont know if your trying to force veganism on people because if so that violationg the first amendment."" Con Not"
vegan,"Resolution: At least 99% of human adults should eat vegan in the entire world. ""Definition: What is a vegan? What is veganism? Veganism is a type of vegetarian diet that excludes meat, eggs, dairy products and all other animal-derived ingredients. ""[1]. Pro contends that nearly all human adults should eat vegan. The resolution isn't 100% because some people have rare disease and other extraordinary circumstances that might interfere with such a diet. Pro focuses on adults because veganism is so rare that parents might not recognize nutrient deficiency in children and babies. Pro will argue on the grounds of health, environment, animal happiness, and world hunger. Links 1. http://vegetarian.about.com...",PRO,"Resolution: At least 99% of human adults should eat vegan in the entire world. ""Definition: What is a vegan? What is veganism? Veganism is a type of vegetarian diet that excludes meat,"
vegan,"Bacon and steak are not really bacon and steak without the meat that goes into them. Also, in many countries, including America, the majority of the population eat meat. While some might argue that facon tastes better than bacon, it can be agreed that it does not taste the same. Plus, getting rid of the meat industry entirely would be different than transitioning from milk to soy (more milk is sold than soy anyways). With no more meat being sold, animals like pigs would no longer be useful, and many of them might be slaughtered. To cause everyone to go vegan might in a way support the cause you are fighting against. Humans aren't the only ones who kill living beings, many animals like tigers, lions, and sharks eat living beings to survive. We do not force them to eat plants though! Why are humans supposed to defy the laws of nature and stop eating something that has been part of our diet since the beginning of the human race!",CON,"While some might argue that facon tastes better than bacon, it can be agreed that it does not taste the same. ... Why are humans supposed to defy the laws of nature and stop eating something that has been part of our diet since"
vegan,"Resolved: A vegan diet is superior to low carbohydrate diets. Now I would like some clarifications: 1. I know that veganism isn't mutually exclusive with low carbohydrate diets. That isn't the point, we are talking about a typical fruit(quite a lot of carbs) and vegetable filled diet. 2. I also understand that many people oppose vegan on emotional and ethical issues. I am okay with ethical arguments but emotional arguments are not allowed in this debate. I have specified so in the rules. 3. I understand I use low carbohydrate diets non-specifically but I will not attempt to argue a multitude of different diets, I will stick to a standard low carbohydrate diet, I am only using the plural term in order to indicate that there are many types of low carbohydrate diets. Rules: - No lawyering,trolling or disrespectful remarks - Burden of Proof is shared -No direct plagiarism(copying and pasting without sourcing or acknowledging it isn't your work) -Structure must be adhered too. - No pathos arguments(emotional) Structure(very important): Round 1: Con explains Rules, Pro 1st argument Round 2: Con's 1st Argument, Pro Rebuttes Round 3: Con rebuttes, Pro Closing Remarks Round 4: Con Closing Remarks, Pro does not make any more arguments.",CON,Resolved: A vegan diet is superior to low carbohydrate diets. Now I would like some clarifications: 1. I know that veganism isn't mutually exclusive with low carbohydrate diets. That
vegan,"Lacto ovo vegetarian = hippopotamus: A lacto ovo vegetarian diet excludes meat, fish, and poultry but includes dairy products and eggs. So you say hippopotamus is lacto ovo vegetarian. Great! We have a place to start. Under your definition hippopotamus eat eggs, milk and cheese, but they are strictly vegan; they are just faking eating eggs and cheese to be cool. Hippopotamuses munch on grasses, water plants and such things. Yes, they sometimes bite on a person or alligator who get in their faces from time to time; but they do spit them out, just yucky. Did you know that a hippopotami""s closest relative is whales and porpoises, who are not non-vegan? They will eat just about anything that moves. So much for cousins taking up the ethical family""s eating habits in an effort to save animal lives. Also, the word hippopotamus is from an ancient Greek word (strange alphabet that does not cut and paste) which means water horse. A horse is a vegan also; yeah! Hippopotamus are classified along with other two toed animals such as camels, cattle, deer and pigs. Camels and cattle are vegans, pigs not so much; non-vegans. But, camels are related to llamas and alpacas; cows have their cousin the bison, deer are related to elks and gazelles; all are vegan. Bonus points for this group. So there you have it, horses, camels, deer, cattle, bison, alpacas, llamas, elks, gazelles and hippopotamus are hippopotamus therefore, vegans pretending to be Lacto ovo vegetarians who care about ethics by not eating other animals. Whereas, whales, porpoises, and pigs are unethical meat eating non-vegan nasty folk, also known as carnivors. https://en.wikipedia.org... http://www.dummies.com...",CON,They will eat just about anything that moves. ... https://en.wikipedia.org... http://www.dummies.com...
vegan,"Meat eaters are not ignorant in my opinion. I am sure there are many biologists, gastroenterologists, vets, and pro animal rights people who eat meat, me falling under the last one. Being at least one of the things on the preceding list should disqualify ignorance as a reason for eating meat. Personally, I enjoy meat because of preference. I understand what happens on farms, factories, butcher shops, restaurants, etc with meat. More selfish? Well, what's selfish? Selfish seems to mean that one cares for one's self without any regards to others. I will agree that selfish is a proper word to use. Meat eaters take advantage of life on earth for personal gain and pleasure. However, we as humans are way past selfish all together. Anyone taking part in the industrial revolution and the results of it are selfish. We take advantage of earth and the things of it for our own personal gain or pleasure. We chop down trees, we dirty up water, we burn oil and coal, we dig and landscape every other acre of earth, we capture animals and genetically change them to be our fluffy pets instead of letting them roam free in the environment, we run over squirrels, and instead of eating food that grows from our surroundings, we destroy land that is already there, plant new plants that aren't natural to the area, and then they take the crops and turn them in to something more desired. Simply put, humans are selfish. We all do things that destroy the environment for our personal gain with little regards for the environment. So, we as humans are selfish and care less about others for our own personal reasons. If this debate is how vegans are better and smarter than meat eaters, than this debate is not a good idea. You and I (I'm assuming you're a vegan) are only different because of our eating choices. We are both, at the end of the day are selfish, less caring beings because we are humans. You have been destructive to the environment for pleasure and personal gain, just as I have. So, I am a more selfish, less caring person than you are because I have different eating choices? I don't think that is a fair, honest analysis of a fellow human being",CON,"We chop down trees, we dirty up water, we burn oil and coal, we dig and landscape every other acre of earth, we capture animals and genetically change them to be our fluffy pets instead of letting them roam free in the"
vegan,"Thank you for your response. The argument I made about me being more selfish was meant to be taken on a very, very broad scale. If I do support the murder of fellow earthlings than yeah, I am selfish. BUT, and I'm not saying it's okay, but why do we draw the line at animals' living condition (current state of life)? Why don't we draw the line at destroying their habitats, using them for testing and using them for experiments? And if the line is drawn there as well, why is the only frontline of this battle? Why is vegan the start of it all? Animals who are not meant to eat meat would probably reject it when ingested, however, humans, whom are animals, do not reject it (actually, on some scale, I do. I have IBS but... another story another time). I know this area of this popular debate was not mentioned, I just wanted to throw that out there. I hope it can be understood that I am running on zero sleep right now and I am not 100% focused, so what may seem off topic or weird is just me typing with one eye closed. but my turn is almost up and I shall fight through. Something I want to cover is this pleasure. We are selfish, and we are eating at another's expense, but if we enjoy it, it boosts our morale and mental health. Mental health is an important part of anyone's overall health. Now, it's wrong to seek this pleasure in the form of murder (I think murder is the incorrect word for this and I will explain why soon) in my opponent's eyes, however, because it was introduced to us, it is hard to go back. Now about that murder: murder seemes to be a word meaning unjustified killing. Meat is justifiable. At this point, having had captured and farmed so many animals for so long, many farm animals have genetically changed over time to depend largly on humans, making life hard for them if they were free. We as humans let them live a pretty good life before meeting it's end. My point is, it would take a lot of years to reverse what we have done, and it would also destroy the first world (and some lesser) economies. So many states in the United States and European States rely on having meat used. By the time we are able to stop and reverse our damage, humans will be on their way out of their turn on Earth.",CON,"Now, it's wrong to seek this pleasure in the form of murder (I think murder is the incorrect word for this and I will explain why soon) in my opponent's eyes, however, because it was introduced to us, it is hard to go back. ... At"
vegan,"I will be arguing on the PRO side of the argument that the vegan diet is better then the omnivore diet. It will be a quick one round debate. Please no Trolling. The grounds are that it is better for your health, the earth, and for humanity. As far as your health goes more and more people are switching to the vegan lifestyle. People are finding that they have increase energy and younger looking skin. With the right diet of plants you can acquire the right amount of protein, iron, calcium and other essential vitamins and minerals. The nutrients tend to be low in saturated fat, high in fiber and packed with antioxidants, which in some cases lessens the chances of obesity, heart disease, diabetes and cancer. Secondly the Production of meat places a heavy burden on the environment. The feeding of the animals and the transportation of the product is a hefty impact on the environment. Also the carbon footprint is increased because of the methane flatulence from cattle farming. For humanity veganism is the sustainable option when it comes to our planet. Plant-based diets require only a third of the land needed to produce dairy and meat letting us use other resources for food.",PRO,"The nutrients tend to be low in saturated fat, high in fiber and packed with antioxidants, which in some cases lessens the chances of obesity, heart disease, diabetes and cancer. ... Also the carbon footprint is increased because"
nuclear energy,"I'm in favour for nuclear energy. For economical reasons, nuclear energy has strong benefits. Like my opponent said, nuclear power plants are expensive to build and we need to use energy for building it. But the main mistake that we make is we are looking too close to this subject. Nuclear power plant is an energy source which can give us highly more energy then others. If we compare a nuclear power plant with thermal power plant, we can clearly see that nuclear energy will gain us what we lost while we're building the centrals. And the ending of the fossil fuels are really close(1). We're dependent on thermal power and fuels so nuclear energy will be a useful hand of help. For environmental reasons, nuclear energy has many radioactive wastes. But I think that we can agree on something: The worlds most important problem is Global Worming. It will destroy us slowly. And that's why we're our children to be careful and be aware of the effects of global warming. Now whit this fabulous energy type, we have a chance to and the global warming. For the effects of nuclear power plants, I need you to know that 95% of the energy generated by nuclear burn up is without any waste of CO2. So we should use nuclear energy to stop our biggest problem in the world. For the risks, Nuclear radiation is risky but the radiation will leave the central only if there is a crack in the central. We had seen it in Chernobyl, but now, we have a better technology and better scientist. We need to trust on our people to make this energy useful. Secondly., radiation is an important factor but we can't prove that the cancer is caused by the nuclear radiation. Of course it will effect the human health but ,we, people experience a lot of technological devices in our daily lives, like phones or televisions. Are we going to get rid of them just because of radiation? And the cancers are highly caused because of portable telephones, especially(2). Radars, satellite stations and microwave ovens operate also high radio frequencies. 1:http://www.forbes.com... 2:http://www.cancer.gov...",PRO,We're dependent on thermal power and fuels so nuclear energy will be a useful hand of help. ... 1:http://www.forbes.com... 2:http://www.cancer.gov...
